review,analysis,k,early_effect,final_effect,decay_ratio,direction_change,trajectory_cv,max_cumulative_shift,studies_per_year,span_years,mafi_score,mafi_class,I2,estimate_re,significant,fpi_k_component,fpi_bias_component,fpi_stability_component,fpi_decay_component,fpi_score,fpi_class
CD013358_pub2_data.rds,15::overall,9,1.42828,-0.037341,0.026144,True,1.3432,1.199149,0.310345,29.0,0.4248,Moderate Fragility,69.6,0.466806,False,0.2891,0.5752,0.3284,0.5131,41.52,Volatile
CD013358_pub2_data.rds,16::overall,10,-0.374745,-0.237419,0.633548,False,0.1748,0.092132,1.111111,9.0,0.2194,Low Fragility,0.0,-0.237419,False,0.3208,0.7806,0.9126,0.8168,68.29,Moderate
CD013358_pub2_data.rds,17::overall,6,-0.150135,0.322836,2.150301,True,2.1114,0.619478,0.25,24.0,0.2781,Low Fragility,0.0,0.322836,False,0.2059,0.7219,0,0.4248,32.72,Volatile
CD013358_pub2_data.rds,18::overall,15,0.046749,-0.072499,1.550811,True,4.5707,0.071631,1.666667,9.0,0.0816,Robust,0.0,-0.072499,False,0.5,0.9184,0,0.7246,52.45,Moderate
CD013358_pub2_data.rds,19::overall,6,-0.292831,-0.146747,0.50113,False,0.2628,0.071563,0.206897,29.0,0.2176,Low Fragility,0.0,-0.146747,False,0.2059,0.7824,0.8686,0.7506,62.46,Moderate
CD013358_pub2_data.rds,1::overall,27,0.355129,-0.077742,0.218912,True,4.5021,0.177005,0.658537,41.0,0.0064,Robust,0.0,-0.078215,False,0.8581,0.9936,0,0.6095,62.77,Moderate
CD013358_pub2_data.rds,2::overall,42,0.355129,-0.017176,0.048367,True,1.463,0.097271,1.02439,41.0,0.0027,Robust,0.0,-0.021613,False,0.9829,0.9973,0.2685,0.5242,71.62,Stable
CD013358_pub2_data.rds,3::overall,39,0.328482,-0.079097,0.240795,True,16.4505,0.117616,2.4375,16.0,0.0028,Robust,0.0,-0.079973,False,0.9734,0.9972,0,0.6204,66.54,Moderate
CD013358_pub2_data.rds,4::overall,44,-0.074962,-0.106533,1.42116,False,0.3305,0.064091,1.517241,29.0,0.0024,Robust,0.0,-0.106533,False,0.9873,0.9976,0.8347,0.7894,91.22,Stable
CD013358_pub2_data.rds,5::overall,38,-0.114488,-0.088035,0.768938,False,0.4126,0.097908,1.310345,29.0,0.0027,Robust,0.0,-0.097286,False,0.9692,0.9973,0.7937,0.8845,91.54,Stable
CD013358_pub2_data.rds,6::overall,14,0.029697,-0.076197,2.565798,True,0.6794,0.20499,1.4,10.0,0.0823,Robust,0.0,-0.109783,False,0.4626,0.9177,0.6603,0.2171,57.67,Moderate
CD013358_pub2_data.rds,7::overall,6,-0.074442,0.04014,0.539208,True,1.3045,0.084811,0.4,15.0,0.2894,Low Fragility,0.0,0.04014,False,0.2059,0.7106,0.3478,0.7696,48.03,Volatile
CD013358_pub2_data.rds,8::overall,7,-0.142435,0.344604,2.419366,True,0.7684,0.673177,0.466667,15.0,0.3386,Moderate Fragility,0.0,0.344604,False,0.2315,0.6614,0.6158,0.2903,44.68,Volatile
CD013358_pub2_data.rds,9::overall,7,-0.050127,-0.135448,2.702116,False,0.4298,0.100893,0.466667,15.0,0.2084,Low Fragility,0.0,-0.135448,False,0.2315,0.7916,0.7851,0.1489,49.34,Volatile
CD013366_pub2_data.rds,10::overall,6,-0.774137,-0.359308,0.46414,False,0.2993,0.280001,0.75,8.0,0.2429,Low Fragility,5.81,-0.361833,False,0.2059,0.7571,0.8503,0.7321,61.0,Moderate
CD013366_pub2_data.rds,13::overall,6,0.096047,-0.221428,2.305409,True,0.9354,0.358133,0.285714,21.0,0.5404,High Fragility,0.0,-0.221428,False,0.2059,0.4596,0.5323,0.3473,37.92,Volatile
CD013366_pub2_data.rds,1::overall,13,-0.891849,-0.589823,0.661348,False,0.1836,0.268651,0.565217,23.0,0.2301,Low Fragility,0.0,-0.589823,True,0.4256,0.7699,0.9082,0.8307,71.33,Stable
CD013366_pub2_data.rds,2::overall,22,0.684833,-0.16439,0.240044,True,1.3952,0.761599,0.956522,23.0,0.019,Robust,0.0,-0.16439,False,0.7408,0.981,0.3024,0.62,66.71,Moderate
CD013366_pub2_data.rds,3::overall,14,-0.76469,-0.433732,0.567199,False,0.1782,0.096298,0.608696,23.0,0.1879,Low Fragility,26.64,-0.28277,False,0.4626,0.8121,0.9109,0.7836,72.63,Stable
CD013366_pub2_data.rds,4::overall,14,-0.606585,-0.642425,1.059084,False,0.1411,0.244234,0.608696,23.0,0.3009,Moderate Fragility,45.97,-0.563328,True,0.4626,0.6991,0.9294,0.9705,74.0,Stable
CD013366_pub2_data.rds,5::overall,16,-0.211715,-0.531887,2.512273,False,0.2362,0.363802,0.695652,23.0,0.1917,Low Fragility,27.34,-0.488718,True,0.5374,0.8083,0.8819,0.2439,63.25,Moderate
CD013366_pub2_data.rds,6::overall,16,-0.856043,-0.276863,0.323422,False,0.4003,0.440417,0.695652,23.0,0.27,Low Fragility,19.15,-0.422694,True,0.5374,0.73,0.7998,0.6617,67.6,Moderate
CD013366_pub2_data.rds,7::overall,13,-0.25543,-0.275228,1.077506,False,0.2976,0.125176,0.619048,21.0,0.1398,Robust,0.0,-0.275228,False,0.4256,0.8602,0.8512,0.9612,74.78,Stable
CD013366_pub2_data.rds,8::overall,6,-0.118313,-0.253034,2.138688,False,0.2494,0.10231,0.26087,23.0,0.3438,Moderate Fragility,0.0,-0.253034,False,0.2059,0.6562,0.8753,0.4307,53.08,Moderate
CD013377_pub2_data.rds,1::overall,9,3.079077,1.469204,0.477157,False,0.2558,1.131212,0.473684,19.0,,,,,,0.2891,0.5,0.8721,0.7386,57.75,Moderate
CD013377_pub2_data.rds,2::overall,8,-0.005771,0.203077,35.192112,True,1.1126,0.349348,0.421053,19.0,,,,,,0.2592,0.5,0.4437,0,31.37,Volatile
CD013377_pub2_data.rds,3::overall,6,-0.016279,0.124605,7.654492,True,1.2621,0.137168,0.5,12.0,0.3771,Moderate Fragility,18.36,0.094375,False,0.2059,0.6229,0.369,0,30.97,Volatile
CD013396_pub2_data.rds,1::nan,14,-1.872453,-0.327138,0.174711,False,0.9324,1.398889,4.666667,3.0,0.1267,Robust,12.69,-0.357284,True,0.4626,0.8733,0.5338,0.5874,60.8,Moderate
CD013396_pub2_data.rds,2::nan,15,-0.155334,-0.216073,1.391022,False,0.414,0.114979,3.0,5.0,0.2639,Low Fragility,58.8,-0.18926,False,0.5,0.7361,0.793,0.8045,69.32,Moderate
CD013396_pub2_data.rds,3::nan,8,-0.268162,-0.216226,0.806327,False,0.1355,0.071794,1.0,8.0,0.3254,Moderate Fragility,0.0,-0.216226,True,0.2592,0.6746,0.9323,0.9032,66.01,Moderate
CD013396_pub2_data.rds,4::1.0,7,1.76697,0.834467,0.472259,False,0.3016,0.493251,0.7,10.0,0.0731,Robust,20.93,-0.029792,False,0.2315,0.9269,0.8492,0.7361,66.07,Moderate
CD013396_pub2_data.rds,4::2.0,7,-0.445405,1.049981,2.357362,True,0.7978,1.619229,1.0,7.0,0.0731,Robust,20.93,-0.029792,False,0.2315,0.9269,0.6011,0.3213,51.57,Moderate
CD013396_pub2_data.rds,4::3.0,6,0.318152,0.445398,1.399954,False,0.138,0.130797,0.666667,9.0,0.0731,Robust,20.93,-0.029792,False,0.2059,0.9269,0.931,0.8,68.62,Moderate
CD013396_pub2_data.rds,5::nan,11,-1.396637,-0.247709,0.177361,False,0.9579,1.02555,1.222222,9.0,0.2428,Low Fragility,23.76,-0.182721,True,0.3543,0.7572,0.5211,0.5887,54.36,Moderate
CD013396_pub2_data.rds,6::nan,9,-0.015875,-0.054741,3.448335,False,0.374,0.026688,1.0,9.0,0.1684,Low Fragility,0.0,-0.054741,False,0.2891,0.8316,0.813,0,49.79,Volatile
CD013396_pub2_data.rds,7::nan,9,-0.063014,-0.002826,0.044848,False,0.8217,0.053768,1.0,9.0,0.3924,Moderate Fragility,0.01,-0.002824,False,0.2891,0.6076,0.5892,0.5224,49.04,Volatile
CD013414_pub2_data.rds,1::overall,10,-0.049447,-0.008616,0.174251,False,0.6057,0.030784,0.5,20.0,0.2759,Low Fragility,0.0,-0.008616,False,0.3208,0.7241,0.6971,0.5871,56.9,Moderate
CD013414_pub2_data.rds,2::overall,8,0.459551,0.186553,0.405948,False,0.3258,0.085285,0.4,20.0,0.1905,Low Fragility,0.0,0.186553,False,0.2592,0.8095,0.8371,0.703,63.0,Moderate
CD013414_pub2_data.rds,3::overall,6,-0.063619,-0.012743,0.200297,False,0.5574,0.031271,0.375,16.0,0.349,Moderate Fragility,0.0,-0.012743,False,0.2059,0.651,0.7213,0.6001,52.49,Moderate
CD013414_pub2_data.rds,4::overall,13,0.44295,0.204768,0.462283,False,0.3906,0.356337,0.65,20.0,0.3454,Moderate Fragility,94.03,0.391391,False,0.4256,0.6546,0.8047,0.7311,63.87,Moderate
CD013414_pub2_data.rds,5::overall,7,-0.088354,-0.06996,0.791814,False,0.0863,0.009638,0.259259,27.0,0.2029,Low Fragility,0.0,-0.06996,False,0.2315,0.7971,0.9568,0.8959,68.71,Moderate
CD013414_pub2_data.rds,6::overall,15,0.402074,0.834765,2.076147,False,0.1598,0.596287,3.0,5.0,0.2099,Low Fragility,51.78,0.811068,True,0.5,0.7901,0.9201,0.4619,66.99,Moderate
CD013421_pub2_data.rds,1::overall,52,0.008158,-0.890187,109.11596,True,0.4717,0.277993,2.166667,24.0,0.0688,Robust,27.22,-0.88589,True,0.9961,0.9312,0.7641,0,72.27,Stable
CD013421_pub2_data.rds,2::overall,16,1.005319,1.275828,1.269078,False,0.0754,0.190727,1.0,16.0,0.2006,Low Fragility,65.09,1.419463,True,0.5374,0.7994,0.9623,0.8655,77.48,Stable
CD013421_pub2_data.rds,3::overall,13,-0.576571,-1.128589,1.957417,False,0.2189,0.204183,0.65,20.0,0.2434,Low Fragility,56.73,-1.142839,True,0.4256,0.7566,0.8905,0.5213,64.37,Moderate
CD013421_pub2_data.rds,6::overall,8,-0.180928,-0.361748,1.999404,False,0.3126,0.111891,0.615385,13.0,0.1946,Low Fragility,0.0,-0.361748,False,0.2592,0.8054,0.8437,0.5003,59.01,Moderate
CD013421_pub2_data.rds,7::overall,7,-0.437914,-0.562431,1.28434,False,0.347,0.29492,0.35,20.0,0.2392,Low Fragility,0.0,-0.562431,False,0.2315,0.7608,0.8265,0.8578,63.78,Moderate
CD013425_pub2_data.rds,10::overall,15,-1.193331,-1.182056,0.990551,False,0.0996,0.242491,0.6,25.0,0.2402,Low Fragility,74.12,-1.315979,True,0.5,0.7598,0.9502,0.9953,77.66,Stable
CD013425_pub2_data.rds,11::overall,18,-1.193331,-1.116144,0.935318,False,0.1206,0.217318,0.72,25.0,0.1838,Low Fragility,69.86,-1.25533,True,0.6106,0.8162,0.9397,0.9677,81.57,Stable
CD013425_pub2_data.rds,12::overall,16,0.560218,0.731837,1.306343,False,0.1139,0.053853,1.0,16.0,,,0.0,0.731837,True,0.5374,0.5,0.943,0.8468,69.14,Moderate
CD013425_pub2_data.rds,13::overall,21,0.510328,0.753852,1.477191,False,0.1371,0.039774,1.3125,16.0,,,0.0,0.753852,True,0.7109,0.5,0.9315,0.7614,72.34,Stable
CD013425_pub2_data.rds,1::overall,11,-0.600611,-0.562651,0.936797,False,0.0596,0.109104,0.733333,15.0,0.274,Low Fragility,64.34,-0.371825,True,0.3543,0.726,0.9702,0.9684,72.4,Stable
CD013425_pub2_data.rds,2::overall,13,-0.644016,-0.261675,0.406318,False,0.2315,0.10976,0.541667,24.0,0.3122,Moderate Fragility,79.69,0.107713,False,0.4256,0.6878,0.8842,0.7032,66.13,Moderate
CD013425_pub2_data.rds,3::overall,18,0.597828,-0.104136,0.17419,True,1.5926,0.662609,0.75,24.0,0.2539,Low Fragility,65.14,-0.218177,False,0.6106,0.7461,0.2037,0.5871,53.8,Moderate
CD013425_pub2_data.rds,4::overall,49,0.978894,0.550708,0.562582,False,0.3001,0.174677,2.041667,24.0,,,9.48,0.450367,True,0.9939,0.5,0.8499,0.7813,79.19,Stable
CD013425_pub2_data.rds,5::overall,23,1.275315,0.818895,0.642113,False,0.193,0.227516,0.92,25.0,0.2235,Low Fragility,92.69,0.943828,True,0.7685,0.7765,0.9035,0.8211,81.48,Stable
CD013425_pub2_data.rds,6::overall,31,-1.193331,-0.907945,0.760849,False,0.1677,0.217318,1.24,25.0,0.1088,Robust,50.3,-0.897592,True,0.9168,0.8912,0.9162,0.8804,90.3,Stable
CD013425_pub2_data.rds,7::overall,10,-0.304673,0.674624,2.214258,True,0.5951,0.924689,0.4,25.0,0.3676,Moderate Fragility,93.03,1.061649,True,0.3208,0.6324,0.7025,0.3929,50.85,Moderate
CD013425_pub2_data.rds,8::overall,25,1.275315,1.318165,1.0336,False,0.0141,0.042361,1.0,25.0,0.1742,Low Fragility,73.83,1.552617,True,0.8176,0.8258,0.9929,0.9832,89.66,Stable
CD013425_pub2_data.rds,9::overall,35,0.139455,-0.210184,1.507178,True,3.9383,0.390622,1.346154,26.0,0.3043,Moderate Fragility,83.35,-0.032469,False,0.9526,0.6957,0,0.7464,60.9,Moderate
CD013429_pub2_data.rds,1::overall,23,3.763567,2.085378,0.554096,False,0.173,0.195864,3.285714,7.0,,,49.86,1.089415,True,0.7685,0.5,0.9135,0.777,73.93,Stable
CD013429_pub2_data.rds,2::overall,26,4.176347,1.834497,0.439259,False,0.254,0.311638,3.714286,7.0,0.1196,Robust,47.83,1.258117,True,0.8389,0.8804,0.873,0.7196,83.39,Stable
CD013429_pub2_data.rds,3::overall,19,1.624084,1.400726,0.862472,False,0.0527,0.070888,3.166667,6.0,0.062,Robust,0.0,1.400726,True,0.6457,0.938,0.9737,0.9312,85.79,Stable
CD013429_pub2_data.rds,4::overall,19,1.433008,1.138255,0.794312,False,0.0638,0.041107,3.166667,6.0,,,,,,0.6457,0.5,0.9681,0.8972,74.02,Stable
CD013445_pub2_data.rds,10::overall,13,0.486126,-0.106275,0.218617,True,6.1149,0.243391,1.3,10.0,0.1869,Low Fragility,0.0,-0.106275,False,0.4256,0.8131,0,0.6093,45.28,Volatile
CD013445_pub2_data.rds,11::overall,7,0.099049,0.043255,0.436699,False,0.2867,0.028169,0.875,8.0,0.2599,Low Fragility,0.0,0.043255,False,0.2315,0.7401,0.8567,0.7183,61.23,Moderate
CD013445_pub2_data.rds,12::overall,8,0.027309,0.005924,0.21693,False,0.8879,0.021467,1.0,8.0,0.2316,Low Fragility,0.0,0.005924,False,0.2592,0.7684,0.556,0.6085,53.06,Moderate
CD013445_pub2_data.rds,16::overall,25,1.320189,0.823068,0.623447,False,0.318,0.703242,2.5,10.0,0.113,Robust,45.61,0.937723,True,0.8176,0.887,0.841,0.8117,83.96,Stable
CD013445_pub2_data.rds,17::overall,24,1.668093,0.756013,0.45322,False,0.362,0.403566,2.181818,11.0,0.1336,Robust,57.45,0.851327,True,0.7941,0.8664,0.819,0.7266,80.49,Stable
CD013445_pub2_data.rds,18::overall,11,0.882712,0.839696,0.951269,False,0.071,0.116165,1.833333,6.0,0.2901,Low Fragility,56.05,1.005369,True,0.3543,0.7099,0.9645,0.9756,72.0,Stable
CD013445_pub2_data.rds,19::overall,30,1.668093,0.833713,0.4998,False,0.3146,0.630838,2.727273,11.0,0.1115,Robust,48.51,0.916674,True,0.9047,0.8885,0.8427,0.7499,85.42,Stable
CD013445_pub2_data.rds,1::overall,39,1.65598,0.817261,0.493521,False,0.2755,0.476408,3.25,12.0,0.104,Robust,45.86,0.924331,True,0.9734,0.896,0.8622,0.7468,88.09,Stable
CD013445_pub2_data.rds,20::overall,23,-0.950746,0.077379,0.081387,True,2.3822,0.489714,2.3,10.0,,,,,,0.7685,0.5,0,0.5407,46.37,Volatile
CD013445_pub2_data.rds,21::overall,20,-0.881233,-0.018534,0.021032,False,3.281,0.630965,2.0,10.0,,,0.0,-0.018534,False,0.6792,0.5,0,0.5105,43.09,Volatile
CD013445_pub2_data.rds,22::overall,9,-0.273427,-0.327954,1.199417,False,0.0976,0.049938,1.5,6.0,0.1748,Low Fragility,0.0,-0.327954,False,0.2891,0.8252,0.9512,0.9003,71.09,Stable
CD013445_pub2_data.rds,23::overall,25,-0.881233,-0.165404,0.187697,False,0.7529,0.450359,2.272727,11.0,0.0227,Robust,0.0,-0.165404,False,0.8176,0.9773,0.6236,0.5938,76.43,Stable
CD013445_pub2_data.rds,24::overall,15,-0.246939,-0.880835,3.567016,False,0.2666,0.785245,2.142857,7.0,0.1471,Robust,22.86,-0.993823,True,0.5,0.8529,0.8667,0,57.99,Moderate
CD013445_pub2_data.rds,25::overall,19,-1.06369,-0.93517,0.879175,False,0.2682,0.562079,1.9,10.0,0.1435,Robust,50.51,-0.948134,True,0.6457,0.8565,0.8659,0.9396,81.22,Stable
CD013445_pub2_data.rds,26::overall,7,-0.84002,-0.701925,0.835606,False,0.102,0.145378,1.4,5.0,0.4163,Moderate Fragility,73.92,-0.771315,False,0.2315,0.5837,0.949,0.9178,63.62,Moderate
CD013445_pub2_data.rds,27::overall,17,-1.06369,-1.056122,0.992885,False,0.1902,0.580734,1.7,10.0,0.281,Low Fragility,84.97,-1.723655,True,0.5744,0.719,0.9049,0.9964,77.76,Stable
CD013445_pub2_data.rds,28::overall,18,-0.03056,0.54303,17.769462,True,0.3895,0.267034,1.8,10.0,0.0962,Robust,25.15,0.579112,True,0.6106,0.9038,0.8053,0,61.05,Moderate
CD013445_pub2_data.rds,29::overall,7,1.280578,1.284895,1.003371,False,0.0385,0.116389,1.0,7.0,0.4031,Moderate Fragility,58.48,1.163387,True,0.2315,0.5969,0.9808,0.9983,66.35,Moderate
CD013445_pub2_data.rds,2::overall,34,-1.384952,-0.172784,0.124758,False,1.4715,0.486888,2.833333,12.0,,,0.0,-0.172784,False,0.9453,0.5,0.2642,0.5624,58.71,Moderate
CD013445_pub2_data.rds,31::overall,16,1.083066,0.217604,0.200915,False,1.1895,0.981717,1.777778,9.0,,,,,,0.5374,0.5,0.4052,0.6005,50.76,Moderate
CD013445_pub2_data.rds,32::overall,7,-0.044342,0.320799,7.234653,True,0.6197,0.387246,1.0,7.0,0.28,Low Fragility,0.0,0.320799,False,0.2315,0.72,0.6902,0,42.2,Volatile
CD013445_pub2_data.rds,34::overall,9,-0.37444,-0.775101,2.070025,False,0.296,0.200274,1.125,8.0,0.2772,Low Fragility,33.62,-0.905382,True,0.2891,0.7228,0.852,0.465,57.34,Moderate
CD013445_pub2_data.rds,3::overall,21,-1.06369,-1.084327,1.019401,False,0.2352,0.561786,2.1,10.0,0.2163,Low Fragility,79.93,-1.669691,True,0.7109,0.7837,0.8824,0.9903,82.79,Stable
CD013445_pub2_data.rds,4::overall,26,0.037619,-0.169755,4.512437,True,2.0032,0.072968,2.363636,11.0,0.008,Robust,0.0,-0.169755,False,0.8389,0.992,0,0,49.97,Volatile
CD013445_pub2_data.rds,5::overall,35,-0.37862,0.045048,0.118981,True,130.9461,0.549386,2.916667,12.0,0.1215,Robust,54.87,0.135216,False,0.9526,0.8785,0,0.5595,61.73,Moderate
CD013445_pub2_data.rds,6::overall,20,1.289416,0.796302,0.617568,False,0.1916,0.338532,1.666667,12.0,0.0234,Robust,0.0,0.796302,True,0.6792,0.9766,0.9042,0.8088,83.57,Stable
CD013445_pub2_data.rds,7::overall,29,0.037619,-0.097614,2.594763,True,1.3945,0.077045,2.636364,11.0,0.007,Robust,0.0,-0.097614,False,0.8909,0.993,0.3027,0.2026,63.17,Moderate
CD013445_pub2_data.rds,8::overall,18,-1.762971,-1.866879,1.058939,False,0.1579,0.788611,1.8,10.0,0.2279,Low Fragility,77.04,-2.424425,True,0.6106,0.7721,0.9211,0.9705,80.06,Stable
CD013456_pub2_data.rds,10::overall,6,0.366802,0.210046,0.57264,False,0.1982,0.091864,0.2,30.0,0.3254,Moderate Fragility,0.0,0.210046,False,0.2059,0.6746,0.9009,0.7863,61.29,Moderate
CD013456_pub2_data.rds,1::overall,33,0.530222,-0.219679,0.414315,True,0.6704,0.497643,1.1,30.0,0.1225,Robust,0.0,-0.219679,False,0.937,0.8775,0.6648,0.7072,80.81,Stable
CD013456_pub2_data.rds,2::overall,17,0.302016,-0.036123,0.119605,True,1.6764,0.102259,0.566667,30.0,0.0984,Robust,0.0,-0.036123,False,0.5744,0.9016,0.1618,0.5598,55.01,Moderate
CD013456_pub2_data.rds,3::overall,22,-1.00812,-0.477494,0.473648,False,0.2585,0.207635,0.916667,24.0,0.0104,Robust,0.0,-0.477494,False,0.7408,0.9896,0.8708,0.7368,83.47,Stable
CD013456_pub2_data.rds,4::overall,14,0.497723,0.183741,0.369163,False,0.335,0.126701,0.466667,30.0,0.1145,Robust,0.0,0.183741,False,0.4626,0.8855,0.8325,0.6846,70.52,Stable
CD013456_pub2_data.rds,5::overall,13,0.366802,-0.090937,0.247919,True,2.4924,0.466324,0.433333,30.0,,,9.17,-0.152018,False,0.4256,0.5,0,0.624,37.75,Volatile
CD013456_pub2_data.rds,6::overall,11,0.995709,0.257052,0.25816,False,0.3604,0.248859,0.5,22.0,0.2492,Low Fragility,0.0,0.257052,False,0.3543,0.7508,0.8198,0.6291,62.48,Moderate
CD013456_pub2_data.rds,7::overall,25,0.420997,0.481273,1.143175,False,1.5561,0.974041,0.833333,30.0,0.0851,Robust,17.92,0.344845,False,0.8176,0.9149,0.2219,0.9284,71.52,Stable
CD013456_pub2_data.rds,8::overall,9,-1.019338,-0.454239,0.445621,False,0.2352,0.263819,0.6,15.0,,,,,,0.2891,0.5,0.8824,0.7228,57.69,Moderate
CD013456_pub2_data.rds,9::overall,12,0.496103,0.257747,0.519544,False,0.2915,0.175325,0.4,30.0,0.1979,Low Fragility,0.0,0.257747,False,0.3894,0.8021,0.8542,0.7598,68.29,Moderate
CD013462_pub3_data.rds,1::1.0,20,0.873967,0.36182,0.413997,False,0.2092,0.29528,1.428571,14.0,0.121,Robust,57.18,0.366009,True,0.6792,0.879,0.8954,0.707,78.87,Stable
CD013462_pub3_data.rds,1::2.0,21,0.497093,0.504916,1.015738,False,0.3139,0.316751,1.5,14.0,0.121,Robust,57.18,0.366009,True,0.7109,0.879,0.843,0.9921,84.22,Stable
CD013462_pub3_data.rds,1::nan,11,0.792862,0.228093,0.287683,False,0.454,0.540379,0.785714,14.0,0.121,Robust,57.18,0.366009,True,0.3543,0.879,0.773,0.6438,64.81,Moderate
CD013462_pub3_data.rds,2::1.0,7,0.838428,0.773519,0.922582,False,0.1525,0.27543,0.368421,19.0,,,0.0,0.277032,False,0.2315,0.5,0.9237,0.9613,61.76,Moderate
CD013462_pub3_data.rds,2::2.0,8,1.046825,0.2213,0.211402,False,0.7017,0.734461,0.8,10.0,,,0.0,0.277032,False,0.2592,0.5,0.6492,0.6057,48.62,Volatile
CD013462_pub3_data.rds,2::nan,14,-0.051371,0.157355,3.063132,True,90.3866,0.288554,0.518519,27.0,,,0.0,0.277032,False,0.4626,0.5,0,0,26.38,High Risk
CD013462_pub3_data.rds,3::nan,12,0.470097,0.274022,0.582906,False,0.5357,0.292414,0.461538,26.0,0.2394,Low Fragility,13.5,0.246791,False,0.3894,0.7606,0.7322,0.7915,64.83,Moderate
CD013462_pub3_data.rds,4::nan,13,-0.310954,0.211766,0.681021,True,1.7476,0.190736,0.481481,27.0,0.1996,Low Fragility,0.0,0.211766,False,0.4256,0.8004,0.1262,0.8405,52.74,Moderate
CD013462_pub3_data.rds,5::nan,10,0.088713,0.215031,2.42391,False,0.2813,0.11413,0.526316,19.0,0.3261,Moderate Fragility,7.08,0.216775,False,0.3208,0.6739,0.8594,0.288,53.72,Moderate
CD013468_pub2_data.rds,1::overall,24,-0.084126,0.51317,6.100001,True,1.3229,0.728683,1.2,20.0,,,,,,0.7941,0.5,0.3386,0,44.79,Volatile
CD013468_pub2_data.rds,2::overall,15,-0.026303,-0.704115,26.769747,False,0.3719,1.904403,0.75,20.0,,,36.47,-0.941646,False,0.5,0.5,0.814,0,47.85,Volatile
CD013474_pub2_data.rds,10::overall,6,-0.385279,0.009774,0.025368,True,8.1261,0.542918,1.2,5.0,0.4686,Moderate Fragility,67.82,-0.126156,False,0.2059,0.5314,0,0.5127,29.72,High Risk
CD013474_pub2_data.rds,11::overall,6,-0.385279,0.009774,0.025368,True,8.1261,0.542918,1.2,5.0,0.4686,Moderate Fragility,67.82,-0.126156,False,0.2059,0.5314,0,0.5127,29.72,High Risk
CD013474_pub2_data.rds,12::overall,6,-0.228849,-0.108401,0.473681,False,0.2856,0.063937,1.2,5.0,0.2243,Low Fragility,0.0,-0.108401,False,0.2059,0.7757,0.8572,0.7368,61.73,Moderate
CD013474_pub2_data.rds,13::overall,6,-0.228849,-0.108401,0.473681,False,0.2856,0.063937,1.2,5.0,0.2243,Low Fragility,0.0,-0.108401,False,0.2059,0.7757,0.8572,0.7368,61.73,Moderate
CD013474_pub2_data.rds,1::overall,7,-0.055172,-0.141883,2.571673,False,0.3608,0.166324,0.7,10.0,0.2094,Low Fragility,0.0,-0.141883,False,0.2315,0.7906,0.8196,0.2142,51.48,Moderate
CD013474_pub2_data.rds,2::overall,6,0.132142,0.087123,0.65931,False,0.1557,0.022612,0.6,10.0,0.3121,Moderate Fragility,0.0,0.087123,False,0.2059,0.6879,0.9222,0.8297,63.02,Moderate
CD013474_pub2_data.rds,4::overall,8,0.262072,0.128563,0.490564,False,0.8016,0.226791,1.6,5.0,0.2759,Low Fragility,0.0,0.128563,False,0.2592,0.7241,0.5992,0.7453,55.77,Moderate
CD013474_pub2_data.rds,5::overall,7,-1.229016,-0.760076,0.618442,False,0.2103,0.439623,1.4,5.0,0.2415,Low Fragility,1.47,-0.766426,True,0.2315,0.7585,0.8949,0.8092,64.46,Moderate
CD013474_pub2_data.rds,6::overall,8,-0.21458,-0.183758,0.856362,False,0.2154,0.12584,2.666667,3.0,0.1914,Low Fragility,0.0,-0.183758,False,0.2592,0.8086,0.8923,0.9282,68.86,Moderate
CD013508_pub3_data.rds,10::overall,8,-0.152181,-0.010525,0.069159,False,0.9716,0.063177,0.727273,11.0,0.3346,Moderate Fragility,0.0,-0.010525,False,0.2592,0.6654,0.5142,0.5346,47.96,Volatile
CD013508_pub3_data.rds,11::overall,13,-0.141447,-0.003891,0.027508,False,1.1495,0.050817,1.083333,12.0,0.2615,Low Fragility,0.0,-0.003891,False,0.4256,0.7385,0.4253,0.5138,52.14,Moderate
CD013508_pub3_data.rds,12::overall,8,-0.152181,-0.010525,0.069159,False,0.9716,0.063177,0.727273,11.0,0.3346,Moderate Fragility,0.0,-0.010525,False,0.2592,0.6654,0.5142,0.5346,47.96,Volatile
CD013508_pub3_data.rds,1::overall,21,-0.017125,0.011953,0.698009,True,5.1225,0.040671,1.75,12.0,0.0239,Robust,0.0,0.011953,False,0.7109,0.9761,0,0.849,62.71,Moderate
CD013508_pub3_data.rds,2::overall,8,-0.117117,0.051148,0.436724,True,11.2942,0.080959,0.727273,11.0,0.1851,Low Fragility,0.0,0.051148,False,0.2592,0.8149,0,0.7184,42.52,Volatile
CD013508_pub3_data.rds,5::overall,19,-0.152181,0.020888,0.13726,True,2.8788,0.094895,1.583333,12.0,0.0205,Robust,0.0,0.020888,False,0.6457,0.9795,0,0.5686,55.23,Moderate
CD013508_pub3_data.rds,6::overall,9,-0.117117,0.052838,0.451156,True,15.0585,0.080959,0.818182,11.0,0.1695,Low Fragility,0.0,0.052838,False,0.2891,0.8305,0,0.7256,43.94,Volatile
CD013508_pub3_data.rds,9::overall,13,-0.131598,-0.003891,0.029566,False,1.1382,0.050817,1.083333,12.0,0.2615,Low Fragility,0.0,-0.003891,False,0.4256,0.7385,0.4309,0.5148,52.3,Moderate
