review,analysis,k_total,early_effect,midpoint_effect,final_effect,decay_ratio,direction_change,trajectory_cv,max_cumulative_shift,early_year,final_year
CD013071_pub2_data.rds,8::overall,11,0.123369,0.123963,0.513727,4.16413,False,1.3209,0.335461,2009,2020
CD013071_pub2_data.rds,9::overall,9,-0.370762,-0.20786,-0.126692,0.341706,False,0.3731,0.076191,2009,2017
CD013078_pub2_data.rds,1::nan,6,-0.282638,-0.315696,-0.327379,1.158298,False,0.1226,0.111328,2009,2022
CD013078_pub2_data.rds,2::nan,7,-0.239031,-0.315577,-0.269213,1.126269,False,0.149,0.121215,2009,2022
CD013105_pub2_data.rds,1::1.0,11,-0.40898,-0.238741,-0.311976,0.762815,False,0.1941,0.190895,2017,2023
CD013105_pub2_data.rds,2::1.0,7,1.354762,1.329834,0.325225,0.240061,False,0.3847,0.572704,2018,2023
CD013105_pub2_data.rds,3::1.0,7,0.605985,0.277571,0.250674,0.413663,False,0.4164,0.307711,2019,2021
CD013166_pub3_data.rds,1::nan,32,-0.271987,-0.458601,-0.282383,1.038221,False,0.2721,0.241939,2014,2023
CD013166_pub3_data.rds,2::nan,43,0.39017,-0.138948,-0.192759,0.49404,True,2.4628,0.300137,2014,2023
CD013166_pub3_data.rds,3::nan,37,-0.298291,-0.307351,0.077756,0.26067,True,1.8225,0.261863,2014,2023
CD013197_pub2_data.rds,18::overall,70,0.363552,-0.143404,-0.067283,0.18507,True,6.169,0.379205,2015,2022
CD013197_pub2_data.rds,19::overall,42,0.329038,0.05867,-0.127645,0.387936,True,8.5143,0.614002,2017,2022
CD013197_pub2_data.rds,1::overall,14,0.49234,0.274545,0.328977,0.668191,False,0.1798,0.106218,2017,2022
CD013197_pub2_data.rds,2::overall,7,0.567868,0.567868,0.567868,1.0,False,0.0,0.0,2019,2022
CD013197_pub2_data.rds,4::overall,23,-0.015653,-0.120574,-0.026062,1.664974,False,2.1815,0.409429,2015,2022
CD013197_pub2_data.rds,5::overall,16,-0.611181,-0.283368,-0.086005,0.140719,False,0.748,0.338496,2018,2022
CD013197_pub2_data.rds,6::overall,10,-0.155389,-0.119884,-0.366432,2.358162,False,95.2558,0.789536,2017,2022
CD013197_pub2_data.rds,7::overall,11,0.437183,0.117189,-0.071918,0.164503,True,1.2986,0.268998,2019,2022
CD013197_pub2_data.rds,8::overall,6,-0.052686,-0.094949,-0.37993,7.211288,False,2.5689,0.299644,2019,2022
CD013232_pub2_data.rds,10::overall,43,-0.95364,0.171541,0.160197,0.167985,True,3.7817,0.966593,2006,2021
CD013232_pub2_data.rds,11::overall,58,1.234421,0.335463,0.110436,0.089463,False,0.6641,0.625327,2002,2022
CD013232_pub2_data.rds,12::overall,78,0.816282,0.663164,0.626384,0.767363,False,0.2126,0.58738,1998,2022
CD013232_pub2_data.rds,13::overall,24,0.093409,0.272852,0.040958,0.438482,False,0.7341,0.123668,2002,2021
CD013232_pub2_data.rds,14::overall,66,1.079121,0.445961,0.180979,0.16771,False,0.5293,0.246583,1996,2022
CD013232_pub2_data.rds,15::overall,43,-0.066886,-0.139926,-0.128647,1.923359,False,0.4892,0.321976,1995,2021
CD013232_pub2_data.rds,16::overall,56,-0.066886,0.112783,0.128395,1.9196,True,0.7388,0.558188,1995,2022
CD013232_pub2_data.rds,17::overall,14,0.012767,-0.126823,-0.08953,7.012426,True,0.7284,0.222158,2002,2021
CD013232_pub2_data.rds,18::overall,18,-1.371573,-0.782308,-0.836954,0.610215,False,0.2059,0.141432,2004,2022
CD013232_pub2_data.rds,19::overall,14,0.047201,-0.387838,-0.332785,7.050429,True,0.6773,0.195145,2004,2017
CD013232_pub2_data.rds,1::overall,76,0.0,0.00987,-0.015473,,False,2.1529,0.593919,1992,2022
CD013232_pub2_data.rds,21::overall,13,0.047201,-0.416962,-0.346641,7.343982,True,0.5881,0.239301,2004,2017
CD013232_pub2_data.rds,2::overall,31,-0.852627,-0.637924,-0.072693,0.085258,False,0.8642,0.400664,1993,2022
CD013232_pub2_data.rds,3::overall,146,-0.43238,0.669749,0.360187,0.833034,True,0.394,0.659136,1992,2022
CD013232_pub2_data.rds,4::overall,104,0.68537,0.336475,0.139297,0.203244,False,0.4154,0.806484,2001,2022
CD013232_pub2_data.rds,5::overall,80,-0.362543,0.455753,0.422087,1.164239,True,0.4965,0.428537,1992,2022
CD013232_pub2_data.rds,6::overall,63,0.606148,0.628186,0.354213,0.584367,False,0.4299,0.50234,2001,2021
CD013232_pub2_data.rds,7::overall,219,1.606012,0.624214,0.494217,0.307729,False,0.3473,0.37353,1993,2021
CD013232_pub2_data.rds,8::overall,147,1.141597,0.109438,0.062521,0.054767,False,1.9931,0.565639,1987,2021
CD013232_pub2_data.rds,9::overall,138,0.021189,0.471802,0.193981,9.15474,False,0.4225,1.166349,1993,2022
CD013255_pub2_data.rds,1::overall,49,0.031333,1.270498,0.907045,28.948223,False,0.3296,0.971643,1994,2022
CD013255_pub2_data.rds,2::overall,41,2.713965,1.42314,1.196214,0.440762,False,0.2452,0.4937,1995,2017
CD013255_pub2_data.rds,3::overall,22,-0.849597,-1.180711,-0.676729,0.796529,False,0.3564,0.511649,1998,2022
CD013255_pub2_data.rds,4::overall,12,-0.006428,0.068,-0.11068,17.219159,False,3.2392,0.311504,2000,2017
CD013255_pub2_data.rds,5::overall,10,-0.006428,0.315294,-0.081819,12.729044,False,3.6144,0.276191,2000,2017
CD013255_pub2_data.rds,6::overall,7,0.818725,0.794274,1.230537,1.502993,False,0.1764,0.224096,1999,2011
CD013278_pub3_data.rds,13::2.0,6,-0.297206,0.044468,0.049968,0.168126,True,2.2176,0.246,2012,2024
CD013278_pub3_data.rds,14::2.0,7,-0.682958,0.221196,0.204758,0.299811,True,2.6071,0.778805,2012,2024
CD013278_pub3_data.rds,18::2.0,6,-0.168846,0.118344,0.104446,0.618589,True,3.4128,0.253292,2012,2024
CD013278_pub3_data.rds,1::1.0,7,-1.048368,-0.414678,-0.12679,0.12094,False,0.7369,0.365432,1983,2014
CD013278_pub3_data.rds,1::2.0,8,-0.482957,0.17489,0.264481,0.547628,True,5.0856,0.370926,2012,2024
CD013278_pub3_data.rds,2::2.0,7,0.124642,-0.135435,-0.43533,3.492636,True,2.3523,0.354977,2013,2024
CD013284_pub2_data.rds,10::overall,7,0.058368,0.086581,0.038939,0.667136,False,0.4271,0.056154,2015,2022
CD013284_pub2_data.rds,13::overall,6,0.613802,0.187402,0.103689,0.168929,False,0.6163,0.403673,2015,2022
CD013284_pub2_data.rds,14::overall,6,0.613802,0.187402,0.103689,0.168929,False,0.6163,0.403673,2015,2022
CD013284_pub2_data.rds,1::overall,11,0.008522,0.074735,0.01849,2.169626,False,0.7766,0.040613,2015,2022
CD013284_pub2_data.rds,2::overall,20,-0.002854,-0.061381,-0.064701,22.667279,False,1.3384,0.055856,2012,2022
CD013284_pub2_data.rds,3::overall,10,-0.020615,-0.031088,-8.3e-05,0.004015,False,1.0567,0.064206,2015,2022
CD013284_pub2_data.rds,4::overall,10,0.016699,-0.029877,0.006237,0.373523,False,5.9258,0.111622,2015,2022
CD013294_pub2_data.rds,11::overall,8,0.0,0.0,-0.046861,,False,1.5353,0.024041,2015,2021
CD013294_pub2_data.rds,12::overall,8,0.0,0.0,-0.046861,,False,1.5353,0.024041,2015,2021
CD013294_pub2_data.rds,1::overall,15,0.0,0.0,-0.024986,,False,2.5308,0.013579,2011,2021
CD013294_pub2_data.rds,4::overall,10,0.0,0.0,-0.037356,,False,1.8739,0.019677,2015,2021
CD013294_pub2_data.rds,6::overall,11,0.0,0.0,-0.033979,,False,2.0222,0.018058,2011,2021
CD013295_pub2_data.rds,10::overall,8,0.061219,0.061971,0.05923,0.967503,False,0.017,0.001383,2000,2014
CD013295_pub2_data.rds,1::overall,195,0.294023,-0.902838,-0.64535,2.194898,True,0.2471,0.654371,1995,2023
CD013295_pub2_data.rds,2::overall,70,0.0,-0.006764,-0.083351,,False,0.7351,0.178275,1994,2023
CD013295_pub2_data.rds,3::overall,96,-0.026251,-0.125592,-0.090093,3.431968,False,0.8128,0.231631,1995,2022
CD013295_pub2_data.rds,4::overall,100,0.525186,0.007464,-0.04291,0.081704,True,32.9874,0.268245,1995,2023
CD013295_pub2_data.rds,5::overall,85,0.044273,-0.248915,-0.137152,3.097847,True,0.6268,0.428909,1995,2023
CD013295_pub2_data.rds,6::overall,109,-1.09988,-0.11132,-0.079592,0.072365,False,1.1766,0.702235,1994,2023
CD013295_pub2_data.rds,7::overall,76,0.026992,-0.039391,-0.001164,0.043107,True,2.3273,0.322363,1996,2023
CD013295_pub2_data.rds,8::overall,34,-0.860645,-0.186546,-0.215566,0.25047,False,0.5308,0.191376,2000,2023
CD013295_pub2_data.rds,9::overall,23,-0.381718,-0.113361,-0.128398,0.336369,False,0.3391,0.104997,2006,2023
CD013303_pub2_data.rds,10::overall,7,-0.133055,-0.069765,-0.051114,0.38416,False,0.3665,0.037692,2014,2020
CD013303_pub2_data.rds,11::overall,8,-0.133055,0.112844,0.132576,0.996404,True,2.5628,0.208813,2014,2020
CD013303_pub2_data.rds,13::overall,6,-0.133055,-0.078063,-0.174506,1.311533,False,0.3086,0.096443,2014,2020
CD013303_pub2_data.rds,1::overall,11,-0.04839,-0.215451,-0.238364,4.925862,False,0.5996,0.205618,2012,2020
CD013303_pub2_data.rds,2::overall,9,0.022388,-0.018585,-0.029756,1.329077,True,1.2726,0.023201,2013,2020
CD013303_pub2_data.rds,3::overall,13,-0.027981,-0.439055,0.323416,11.55831,True,0.9632,0.606219,2013,2020
CD013303_pub2_data.rds,4::overall,12,0.021445,-0.025906,-0.027029,1.260378,True,0.9765,0.207809,2011,2020
CD013303_pub2_data.rds,5::overall,8,0.853323,0.828436,0.770723,0.903202,False,0.0315,0.052752,2015,2020
CD013303_pub2_data.rds,6::overall,11,1.031011,0.739996,0.662977,0.643036,False,0.1712,0.232472,2013,2020
CD013303_pub2_data.rds,7::overall,6,0.035503,0.012602,-0.098349,2.770195,True,6.7548,0.110951,2015,2020
CD013303_pub2_data.rds,9::overall,7,-0.005819,-0.058276,-0.139441,23.963941,False,0.7895,0.089321,2011,2020
CD013331_pub2_data.rds,1::overall,18,0.03029,0.008238,0.031309,1.033632,False,0.9442,0.020658,1995,2019
CD013331_pub2_data.rds,2::overall,6,1.110934,0.732388,0.622975,0.560766,False,0.2185,0.233906,1999,2015
CD013331_pub2_data.rds,3::overall,7,0.0,-0.024373,-0.017378,,False,0.8359,0.024373,1995,2019
CD013332_pub2_data.rds,1::overall,33,-0.810984,-0.397198,-0.499426,0.615827,False,0.2539,0.409416,2004,2018
CD013332_pub2_data.rds,2::overall,20,-0.165945,-0.346809,-0.312443,1.88281,False,0.3485,0.081802,2005,2017
CD013342_pub2_data.rds,10::nan,8,1.328315,1.403562,0.567671,0.427362,False,0.3544,0.856909,2018,2023
CD013342_pub2_data.rds,12::nan,7,-0.342421,-0.205968,-0.143789,0.419919,False,0.3167,0.084969,2018,2023
CD013342_pub2_data.rds,1::1.0,19,-0.450759,-0.292515,-0.253493,0.56237,False,0.1894,0.152475,2016,2023
CD013342_pub2_data.rds,1::2.0,20,-0.450759,-0.321592,-0.283956,0.629951,False,0.1604,0.152209,2016,2023
CD013342_pub2_data.rds,1::3.0,15,-0.450759,-0.440795,-0.381984,0.847424,False,0.1219,0.185988,2016,2023
CD013342_pub2_data.rds,2::1.0,15,-0.450759,-0.193755,-0.230901,0.51225,False,0.3049,0.124525,2016,2023
CD013342_pub2_data.rds,2::2.0,15,-0.450759,-0.455303,-0.389067,0.863138,False,0.1521,0.205846,2016,2023
CD013342_pub2_data.rds,2::3.0,11,-0.450759,-0.417873,-0.396963,0.880656,False,0.1285,0.155261,2016,2022
CD013342_pub2_data.rds,3::1.0,10,-0.340343,0.280399,0.241488,0.709541,True,50.3586,0.564034,2018,2023
CD013342_pub2_data.rds,3::2.0,10,-0.34385,-0.249329,-0.172326,0.501165,False,0.2357,0.086061,2018,2023
CD013342_pub2_data.rds,3::3.0,6,-0.420735,-0.481518,-0.40018,0.951146,False,0.1646,0.180604,2019,2023
CD013342_pub2_data.rds,4::nan,6,-0.255697,0.004074,-0.087367,0.341682,False,2.5426,0.377656,2020,2022
CD013342_pub2_data.rds,5::nan,12,0.484674,0.281691,0.218298,0.450401,False,0.3056,0.209301,2016,2022
CD013342_pub2_data.rds,6::nan,15,-0.450759,0.481511,0.614841,1.364014,True,0.7063,0.609084,2016,2023
CD013342_pub2_data.rds,7::nan,8,0.070868,0.453636,0.511692,7.220316,False,0.4027,0.407241,2019,2022
CD013342_pub2_data.rds,8::nan,8,-0.421894,-0.033828,-0.14741,0.349401,False,2.0408,0.400777,2019,2022
CD013342_pub2_data.rds,9::nan,8,0.054086,-0.035712,-0.335694,6.206621,True,2.5012,0.236858,2018,2023
CD013344_pub2_data.rds,10::overall,6,-0.561128,-0.569372,-0.319701,0.569748,False,0.2069,0.249671,2010,2019
CD013344_pub2_data.rds,11::overall,7,1.116626,0.722495,0.23582,0.211189,False,0.4118,0.478367,2010,2019
CD013344_pub2_data.rds,1::overall,14,-0.528449,-0.572275,-0.403435,0.763432,False,0.1324,0.152655,2008,2019
CD013344_pub2_data.rds,2::overall,13,-1.289016,-1.196756,-0.96,0.744754,False,0.0923,0.137419,2008,2019
CD013344_pub2_data.rds,3::overall,11,-0.465955,-0.353756,-0.187287,0.401942,False,0.2769,0.176842,2009,2017
CD013344_pub2_data.rds,4::overall,10,-1.124729,-0.67506,-0.371766,0.330538,False,0.327,0.417448,2009,2019
CD013344_pub2_data.rds,5::overall,9,-0.603392,-0.699611,-0.703932,1.166626,False,0.0823,0.115865,2009,2014
CD013344_pub2_data.rds,6::overall,6,1.100146,-0.007404,-0.075566,0.068687,True,1.1022,0.88029,2009,2013
CD013353_pub2_data.rds,1::overall,12,0.0,0.0,0.0,,False,,0.0,2017,2022
CD013353_pub2_data.rds,3::overall,7,0.0,0.0,0.0,,False,,0.0,2021,2022
CD013358_pub2_data.rds,12::overall,10,0.074502,-0.173935,-0.122846,1.648894,True,0.9624,0.082797,2014,2021
CD013358_pub2_data.rds,13::overall,16,-0.016858,-0.122219,-0.059986,3.558306,False,0.4575,0.060711,2012,2021
CD013358_pub2_data.rds,14::overall,19,-0.124394,-0.038391,-0.068927,0.554102,False,0.2418,0.053083,2014,2021
CD013358_pub2_data.rds,15::overall,9,1.42828,0.147098,-0.037341,0.026144,True,1.3432,1.199149,2011,2021
CD013358_pub2_data.rds,16::overall,10,-0.374745,-0.242053,-0.237419,0.633548,False,0.1748,0.092132,2014,2021
CD013358_pub2_data.rds,17::overall,6,-0.150135,0.488009,0.322836,2.150301,True,2.1114,0.619478,2014,2016
CD013358_pub2_data.rds,18::overall,15,0.046749,0.032873,-0.072499,1.550811,True,4.5707,0.071631,2014,2021
CD013358_pub2_data.rds,19::overall,6,-0.292831,-0.176577,-0.146747,0.50113,False,0.2628,0.071563,2014,2021
CD013358_pub2_data.rds,1::overall,27,0.355129,-0.081193,-0.077742,0.218912,True,4.5021,0.177005,2005,2021
CD013358_pub2_data.rds,2::overall,42,0.355129,0.043886,-0.017176,0.048367,True,1.463,0.097271,2005,2021
CD013358_pub2_data.rds,3::overall,39,0.328482,-0.007253,-0.079097,0.240795,True,16.4505,0.117616,2006,2021
CD013358_pub2_data.rds,4::overall,44,-0.074962,-0.079586,-0.106533,1.42116,False,0.3305,0.064091,2006,2021
CD013358_pub2_data.rds,5::overall,38,-0.114488,-0.073627,-0.088035,0.768938,False,0.4126,0.097908,2007,2021
CD013358_pub2_data.rds,6::overall,14,0.029697,-0.030403,-0.076197,2.565798,True,0.6794,0.20499,2013,2021
CD013358_pub2_data.rds,7::overall,6,-0.074442,-0.044671,0.04014,0.539208,True,1.3045,0.084811,2014,2021
CD013358_pub2_data.rds,8::overall,7,-0.142435,0.374844,0.344604,2.419366,True,0.7684,0.673177,2016,2021
CD013358_pub2_data.rds,9::overall,7,-0.050127,-0.065536,-0.135448,2.702116,False,0.4298,0.100893,2012,2021
CD013366_pub2_data.rds,10::overall,6,-0.774137,-0.502012,-0.359308,0.46414,False,0.2993,0.280001,2018,2020
CD013366_pub2_data.rds,13::overall,6,0.096047,-0.239911,-0.221428,2.305409,True,0.9354,0.358133,2018,2020
CD013366_pub2_data.rds,1::overall,13,-0.891849,-0.625769,-0.589823,0.661348,False,0.1836,0.268651,2010,2020
CD013366_pub2_data.rds,2::overall,22,0.684833,-0.220628,-0.16439,0.240044,True,1.3952,0.761599,2001,2020
CD013366_pub2_data.rds,3::overall,14,-0.76469,-0.521471,-0.433732,0.567199,False,0.1782,0.096298,2010,2020
CD013366_pub2_data.rds,4::overall,14,-0.606585,-0.865849,-0.642425,1.059084,False,0.1411,0.244234,2001,2020
CD013366_pub2_data.rds,5::overall,16,-0.211715,-0.564059,-0.531887,2.512273,False,0.2362,0.363802,2001,2020
CD013366_pub2_data.rds,6::overall,16,-0.856043,-0.799698,-0.276863,0.323422,False,0.4003,0.440417,2001,2020
CD013366_pub2_data.rds,7::overall,13,-0.25543,-0.435173,-0.275228,1.077506,False,0.2976,0.125176,2012,2020
CD013366_pub2_data.rds,8::overall,6,-0.118313,-0.214364,-0.253034,2.138688,False,0.2494,0.10231,2016,2020
CD013377_pub2_data.rds,1::overall,9,3.079077,2.729884,1.469204,0.477157,False,0.2558,1.131212,2014,2023
CD013377_pub2_data.rds,2::overall,8,-0.005771,0.330349,0.203077,35.192112,True,1.1126,0.349348,2014,2023
CD013377_pub2_data.rds,3::overall,6,-0.016279,0.124592,0.124605,7.654492,True,1.2621,0.137168,2014,2020
CD013396_pub2_data.rds,1::nan,14,-1.872453,-0.362092,-0.327138,0.174711,False,0.9324,1.398889,2015,2018
CD013396_pub2_data.rds,2::nan,15,-0.155334,-0.14553,-0.216073,1.391022,False,0.414,0.114979,2016,2018
CD013396_pub2_data.rds,3::nan,8,-0.268162,-0.182199,-0.216226,0.806327,False,0.1355,0.071794,2016,2021
CD013396_pub2_data.rds,4::1.0,7,1.76697,0.994405,0.834467,0.472259,False,0.3016,0.493251,2015,2022
CD013396_pub2_data.rds,4::2.0,7,-0.445405,0.976697,1.049981,2.357362,True,0.7978,1.619229,2017,2022
CD013396_pub2_data.rds,4::3.0,6,0.318152,0.458137,0.445398,1.399954,False,0.138,0.130797,2015,2021
CD013396_pub2_data.rds,5::nan,11,-1.396637,-0.181981,-0.247709,0.177361,False,0.9579,1.02555,2015,2022
CD013396_pub2_data.rds,6::nan,9,-0.015875,-0.061339,-0.054741,3.448335,False,0.374,0.026688,2016,2021
CD013396_pub2_data.rds,7::nan,9,-0.063014,-0.014304,-0.002826,0.044848,False,0.8217,0.053768,2016,2021
CD013414_pub2_data.rds,1::overall,10,-0.049447,-0.017915,-0.008616,0.174251,False,0.6057,0.030784,2002,2022
CD013414_pub2_data.rds,2::overall,8,0.459551,0.24403,0.186553,0.405948,False,0.3258,0.085285,2011,2022
CD013414_pub2_data.rds,3::overall,6,-0.063619,-0.021948,-0.012743,0.200297,False,0.5574,0.031271,2004,2018
CD013414_pub2_data.rds,4::overall,13,0.44295,0.202584,0.204768,0.462283,False,0.3906,0.356337,2002,2022
CD013414_pub2_data.rds,5::overall,7,-0.088354,-0.082496,-0.06996,0.791814,False,0.0863,0.009638,2002,2018
CD013414_pub2_data.rds,6::overall,15,0.402074,0.828181,0.834765,2.076147,False,0.1598,0.596287,2017,2022
CD013421_pub2_data.rds,1::overall,52,0.008158,-0.645137,-0.890187,109.11596,True,0.4717,0.277993,1999,2019
CD013421_pub2_data.rds,2::overall,16,1.005319,1.160698,1.275828,1.269078,False,0.0754,0.190727,2004,2019
CD013421_pub2_data.rds,3::overall,13,-0.576571,-1.029934,-1.128589,1.957417,False,0.2189,0.204183,2002,2019
CD013421_pub2_data.rds,6::overall,8,-0.180928,-0.271862,-0.361748,1.999404,False,0.3126,0.111891,2003,2012
CD013421_pub2_data.rds,7::overall,7,-0.437914,-0.317154,-0.562431,1.28434,False,0.347,0.29492,2002,2015
CD013425_pub2_data.rds,10::overall,15,-1.193331,-1.255117,-1.182056,0.990551,False,0.0996,0.242491,2001,2022
CD013425_pub2_data.rds,11::overall,18,-1.193331,-1.089709,-1.116144,0.935318,False,0.1206,0.217318,2001,2022
CD013425_pub2_data.rds,12::overall,16,0.560218,0.748973,0.731837,1.306343,False,0.1139,0.053853,1998,2012
CD013425_pub2_data.rds,13::overall,21,0.510328,0.697683,0.753852,1.477191,False,0.1371,0.039774,1998,2012
CD013425_pub2_data.rds,1::overall,11,-0.600611,-0.575726,-0.562651,0.936797,False,0.0596,0.109104,1997,2011
CD013425_pub2_data.rds,2::overall,13,-0.644016,-0.400355,-0.261675,0.406318,False,0.2315,0.10976,1997,2020
CD013425_pub2_data.rds,3::overall,18,0.597828,-0.265748,-0.104136,0.17419,True,1.5926,0.662609,2005,2020
CD013425_pub2_data.rds,4::overall,49,0.978894,0.546535,0.550708,0.562582,False,0.3001,0.174677,1997,2020
CD013425_pub2_data.rds,5::overall,23,1.275315,0.952271,0.818895,0.642113,False,0.193,0.227516,1998,2022
CD013425_pub2_data.rds,6::overall,31,-1.193331,-1.052665,-0.907945,0.760849,False,0.1677,0.217318,2001,2022
CD013425_pub2_data.rds,7::overall,10,-0.304673,0.660213,0.674624,2.214258,True,0.5951,0.924689,1997,2022
CD013425_pub2_data.rds,8::overall,25,1.275315,1.314828,1.318165,1.0336,False,0.0141,0.042361,1998,2022
CD013425_pub2_data.rds,9::overall,35,0.139455,-0.067571,-0.210184,1.507178,True,3.9383,0.390622,1997,2022
CD013429_pub2_data.rds,1::overall,23,3.763567,2.685337,2.085378,0.554096,False,0.173,0.195864,2016,2023
CD013429_pub2_data.rds,2::overall,26,4.176347,2.550147,1.834497,0.439259,False,0.254,0.311638,2016,2023
CD013429_pub2_data.rds,3::overall,19,1.624084,1.435817,1.400726,0.862472,False,0.0527,0.070888,2019,2023
CD013429_pub2_data.rds,4::overall,19,1.433008,1.277155,1.138255,0.794312,False,0.0638,0.041107,2019,2023
CD013445_pub2_data.rds,10::overall,13,0.486126,-0.057962,-0.106275,0.218617,True,6.1149,0.243391,2013,2022
CD013445_pub2_data.rds,11::overall,7,0.099049,0.064037,0.043255,0.436699,False,0.2867,0.028169,2016,2021
CD013445_pub2_data.rds,12::overall,8,0.027309,0.007905,0.005924,0.21693,False,0.8879,0.021467,2013,2020
CD013445_pub2_data.rds,16::overall,25,1.320189,0.55542,0.823068,0.623447,False,0.318,0.703242,2012,2021
CD013445_pub2_data.rds,17::overall,24,1.668093,0.763412,0.756013,0.45322,False,0.362,0.403566,2013,2021
CD013445_pub2_data.rds,18::overall,11,0.882712,0.735952,0.839696,0.951269,False,0.071,0.116165,2017,2021
CD013445_pub2_data.rds,19::overall,30,1.668093,0.812306,0.833713,0.4998,False,0.3146,0.630838,2013,2021
CD013445_pub2_data.rds,1::overall,39,1.65598,0.78676,0.817261,0.493521,False,0.2755,0.476408,2012,2022
CD013445_pub2_data.rds,20::overall,23,-0.950746,0.005622,0.077379,0.081387,True,2.3822,0.489714,2012,2021
CD013445_pub2_data.rds,21::overall,20,-0.881233,0.295169,-0.018534,0.021032,False,3.281,0.630965,2013,2020
CD013445_pub2_data.rds,22::overall,9,-0.273427,-0.2958,-0.327954,1.199417,False,0.0976,0.049938,2017,2021
CD013445_pub2_data.rds,23::overall,25,-0.881233,-0.181652,-0.165404,0.187697,False,0.7529,0.450359,2013,2021
CD013445_pub2_data.rds,24::overall,15,-0.246939,-0.982369,-0.880835,3.567016,False,0.2666,0.785245,2015,2019
CD013445_pub2_data.rds,25::overall,19,-1.06369,-1.522741,-0.93517,0.879175,False,0.2682,0.562079,2013,2020
CD013445_pub2_data.rds,26::overall,7,-0.84002,-0.672377,-0.701925,0.835606,False,0.102,0.145378,2017,2020
CD013445_pub2_data.rds,27::overall,17,-1.06369,-1.77538,-1.056122,0.992885,False,0.1902,0.580734,2013,2020
CD013445_pub2_data.rds,28::overall,18,-0.03056,0.45282,0.54303,17.769462,True,0.3895,0.267034,2016,2022
CD013445_pub2_data.rds,29::overall,7,1.280578,1.186572,1.284895,1.003371,False,0.0385,0.116389,2017,2022
CD013445_pub2_data.rds,2::overall,34,-1.384952,-0.087442,-0.172784,0.124758,False,1.4715,0.486888,2012,2022
CD013445_pub2_data.rds,31::overall,16,1.083066,0.119652,0.217604,0.200915,False,1.1895,0.981717,2016,2021
CD013445_pub2_data.rds,32::overall,7,-0.044342,0.538012,0.320799,7.234653,True,0.6197,0.387246,2017,2022
CD013445_pub2_data.rds,34::overall,9,-0.37444,-0.476664,-0.775101,2.070025,False,0.296,0.200274,2017,2020
CD013445_pub2_data.rds,3::overall,21,-1.06369,-0.994357,-1.084327,1.019401,False,0.2352,0.561786,2013,2020
CD013445_pub2_data.rds,4::overall,26,0.037619,-4.1e-05,-0.169755,4.512437,True,2.0032,0.072968,2012,2021
CD013445_pub2_data.rds,5::overall,35,-0.37862,-0.023512,0.045048,0.118981,True,130.9461,0.549386,2012,2022
CD013445_pub2_data.rds,6::overall,20,1.289416,0.771869,0.796302,0.617568,False,0.1916,0.338532,2012,2022
CD013445_pub2_data.rds,7::overall,29,0.037619,-0.006856,-0.097614,2.594763,True,1.3945,0.077045,2012,2021
CD013445_pub2_data.rds,8::overall,18,-1.762971,-1.986439,-1.866879,1.058939,False,0.1579,0.788611,2015,2022
CD013456_pub2_data.rds,10::overall,6,0.366802,0.274838,0.210046,0.57264,False,0.1982,0.091864,1999,2021
CD013456_pub2_data.rds,1::overall,33,0.530222,-0.41482,-0.219679,0.414315,True,0.6704,0.497643,1997,2021
CD013456_pub2_data.rds,2::overall,17,0.302016,0.066356,-0.036123,0.119605,True,1.6764,0.102259,1999,2021
CD013456_pub2_data.rds,3::overall,22,-1.00812,-0.786799,-0.477494,0.473648,False,0.2585,0.207635,1999,2021
CD013456_pub2_data.rds,4::overall,14,0.497723,0.213099,0.183741,0.369163,False,0.335,0.126701,1999,2021
CD013456_pub2_data.rds,5::overall,13,0.366802,-0.320543,-0.090937,0.247919,True,2.4924,0.466324,1999,2021
CD013456_pub2_data.rds,6::overall,11,0.995709,0.396661,0.257052,0.25816,False,0.3604,0.248859,2007,2021
CD013456_pub2_data.rds,7::overall,25,0.420997,0.38293,0.481273,1.143175,False,1.5561,0.974041,1997,2021
CD013456_pub2_data.rds,8::overall,9,-1.019338,-0.686325,-0.454239,0.445621,False,0.2352,0.263819,2008,2021
CD013456_pub2_data.rds,9::overall,12,0.496103,0.181487,0.257747,0.519544,False,0.2915,0.175325,1997,2021
CD013462_pub3_data.rds,1::1.0,20,0.873967,0.711027,0.36182,0.413997,False,0.2092,0.29528,2009,2023
CD013462_pub3_data.rds,1::2.0,21,0.497093,0.622195,0.504916,1.015738,False,0.3139,0.316751,2009,2023
CD013462_pub3_data.rds,1::nan,11,0.792862,0.502448,0.228093,0.287683,False,0.454,0.540379,2015,2023
CD013462_pub3_data.rds,2::1.0,7,0.838428,0.675114,0.773519,0.922582,False,0.1525,0.27543,2005,2022
CD013462_pub3_data.rds,2::2.0,8,1.046825,0.256165,0.2213,0.211402,False,0.7017,0.734461,2009,2019
CD013462_pub3_data.rds,2::nan,14,-0.051371,-0.263261,0.157355,3.063132,True,90.3866,0.288554,2005,2023
CD013462_pub3_data.rds,3::nan,12,0.470097,0.14927,0.274022,0.582906,False,0.5357,0.292414,2005,2022
CD013462_pub3_data.rds,4::nan,13,-0.310954,-0.149074,0.211766,0.681021,True,1.7476,0.190736,2005,2023
CD013462_pub3_data.rds,5::nan,10,0.088713,0.216306,0.215031,2.42391,False,0.2813,0.11413,2009,2022
CD013468_pub2_data.rds,1::overall,24,-0.084126,-0.062557,0.51317,6.100001,True,1.3229,0.728683,2003,2020
